household_id,id,rent_monthly,bedrooms_overcrowding,rooms,rooms_overcrowding,has_toilet,has_fridge,tablets_owned_count,males_under_12,males_over_12,males_total,females_under_12,females_over_12,females_total,persons_under_12,persons_over_12,persons_total,total_household,schooling,household_size,walls_brick,walls_socket,walls_prefab,walls_waste,walls_wood,walls_zinc,walls_natural,walls_other,floor_tile,floor_cement,floor_other,floor_natural,floor_na,floor_wood,roof_metal,roof_cement,roof_natural,roof_other,has_cieling,water_inside,water_outside,water_na,elec_public,elec_private,elec_na,elec_coop,toilet_na,toilet_sewer,toilet_septank,toilet_latrine,toilet_other,energ_na,energ_cook_elec,energ_cook_gas,energ_cook_wood,trash_truck,trash_buried,trash_burn,trash_dump,trash_water,trash_other,qualwall_bad,qualwall_reg,qualwall_good,qualroof_bad,qualroof_reg,qualroof_good,qualfloor_bad,qualfloor_reg,qualfloor_good,male,female,ec_under_10,ec_free_union,ec_married,ec_divorced,ec_separated,ec_widow/er,ec_single,pc_house_head,pc_spouse,pc_child,pc_stepchild,pc_child_inlaw,pc_grandchild,pc_parent,pc_parent_inlaw,pc_sibling,pc_sibling_inlaw,pc_fam_other,pc_nonfam_other,total_children,total_adults,total_seniors,total_members,mean_edu,bedrooms,overcrowding,house_own,house_mortgage,house_rent,house_prec,house_other,has_computer,has_television,has_mobileph,total_mobileph,reg_central,reg_chorotega,reg_paccentral,reg_brunca,reg_huetaratl,reg_huetarnor,zone_urban,zone_rural,age,target,dis_cnt,mean_age
3852e1bbd,ID_4076e6892,0,0,4,0,1,1,0,1,0,1,0,1,1,1,1,2,2,10,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,10,2,1,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,29,2,2,20
3858e7fe4,ID_0cdea3699,0,0,5,0,1,1,0,0,2,2,0,1,1,0,3,3,3,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,3,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,83,3,2,75
38633b9d7,ID_12ec69771,104000,0,4,0,1,1,0,0,2,2,0,2,2,0,4,4,4,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,8,2,2,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,63,3,0,33.75
3886a7737,ID_324bf47df,0,0,5,0,1,1,0,0,0,0,0,1,1,0,1,1,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,0.33333334,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,80,3,1,80
38a6c79ba,ID_674a711b6,0,0,4,0,1,1,0,0,1,1,0,0,0,0,1,1,1,7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,2,0.5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,50,4,0,50
38d3edb74,ID_659a7a506,0,0,5,0,1,1,0,0,1,1,0,1,1,0,2,2,2,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,2,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,1,53,4,0,52.5
38df8881d,ID_a770dd587,0,0,6,0,1,1,0,0,2,2,1,2,3,1,4,5,5,6,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,5,6.6666665,3,1.6666666,1,0,0,0,0,0,1,1,5,0,0,0,1,0,0,1,0,70,4,0,40.2
38f2057f7,ID_0401ae315,0,0,5,0,1,1,1,0,2,2,0,2,2,0,4,4,4,6,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,15,3,1.3333334,1,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,1,33,4,0,24.75
38f5cef77,ID_dfb7e5626,90000,0,5,0,1,1,1,1,1,2,0,2,2,1,3,4,4,6,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,7.3333335,2,2,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,1,0,53,4,0,30.75
390dafa00,ID_c415fa4f1,0,0,5,0,1,1,0,0,1,1,0,1,1,0,2,2,2,14,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,8.5,3,0.66666669,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,76,4,1,75
3924a66c9,ID_d12a9e5bf,0,0,4,0,1,1,0,0,2,2,1,1,2,1,3,4,4,5,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,2.5,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,46,1,1,31
393fd43d6,ID_f8f7806ca,180000,0,5,0,1,1,0,0,2,2,0,2,2,0,4,4,4,6,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,3,1.3333334,0,1,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,62,4,0,45.25
394ffb973,ID_801a3ccd3,0,0,1,0,1,1,0,0,2,2,0,0,0,0,2,2,2,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,1,2,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,1,62,4,1,42
39640bbaa,ID_8afbed7b7,130000,0,4,0,1,1,0,0,1,1,1,1,2,1,2,3,3,6,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,7.5,2,1.5,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,29,3,0,18.66666667
3978b4e54,ID_526facf84,0,0,3,0,1,1,0,0,1,1,0,0,0,0,1,1,1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,76,2,0,76
39cfe57e0,ID_9ba3ea3e9,0,0,4,0,1,1,0,1,1,2,0,2,2,1,3,4,4,8,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,7.6666665,2,2,1,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,55,3,0,29.25
39d5e5817,ID_e515116a8,2.00E+05,0,4,0,1,1,0,1,1,2,0,1,1,1,2,3,3,18,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,17.5,2,1.5,0,1,0,0,0,1,1,1,2,1,0,0,0,0,0,1,0,37,4,0,24.66666667
39f15462e,ID_32df622e0,0,0,5,0,1,1,0,0,2,2,0,3,3,0,5,5,5,4,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,7.5999999,3,1.6666666,0,0,0,0,1,0,1,1,5,0,1,0,0,0,0,1,0,43,4,0,30.4
39f697073,ID_1b32caf34,0,0,5,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0.5,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,76,4,0,76
39fc3fc6f,ID_90f0db8b9,0,0,5,0,1,1,0,0,1,1,0,1,1,0,2,2,2,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4.5,2,1,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,65,3,0,63.5
3a0127383,ID_7e4b07dba,0,0,5,0,1,1,0,0,0,0,0,1,1,0,1,1,1,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,2,0.5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,67,4,0,67
3a3346eff,ID_2a535cb9d,0,0,6,0,1,1,0,0,0,0,0,1,1,0,1,1,1,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,2,0.5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,68,2,0,68
3a4ad557e,ID_bcb8e2086,30000,0,6,0,1,1,0,0,1,1,0,2,2,0,3,3,3,18,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14.666667,3,1,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,43,4,0,28.66666667
3a50d6d95,ID_b400ef423,0,0,7,0,1,1,2,0,0,0,0,1,1,0,1,1,1,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,12,3,0.33333334,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,69,4,0,69
3a54dc150,ID_2a9a6402b,0,0,4,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,68,2,1,68
3a765616f,ID_26544e0eb,0,0,7,0,1,1,5,1,2,3,0,1,1,1,3,4,4,15,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,10.5,4,1,1,0,0,0,0,0,0,1,5,1,0,0,0,0,0,1,0,41,4,0,27.25
3ab475993,ID_38191af15,0,0,8,0,1,1,2,0,1,1,0,1,1,0,2,2,2,13,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,13,4,0.5,1,0,0,0,0,1,1,1,2,1,0,0,0,0,0,1,0,61,4,0,50.5
3ac82ac4f,ID_b81ac3b7f,70000,0,6,0,1,1,0,1,1,2,0,1,1,1,2,3,3,7,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,8.5,3,1,0,0,1,0,0,1,0,1,2,0,0,0,1,0,0,1,0,43,4,0,21.33333333
3b011ae5f,ID_dd1e4333b,0,0,7,0,1,1,1,0,0,0,0,2,2,0,2,2,2,14,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,10,3,0.66666669,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,53,4,0,66.5
3b04ba958,ID_12a43abae,0,0,7,0,1,1,0,0,1,1,1,4,5,1,5,6,6,5,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,6,11,4,1.5,1,0,0,0,0,0,0,1,6,0,0,1,0,0,0,1,0,57,2,0,26
3b057b2dd,ID_a4cdd91cd,0,0,4,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0.5,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,73,2,0,73
3b0bd2fdf,ID_ccd557ac2,50000,0,4,0,1,1,0,0,1,1,3,1,4,3,2,5,5,8,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,5,7,2,2.5,0,0,1,0,0,0,1,1,3,1,0,0,0,0,0,1,0,50,3,0,19.4
3b11218b7,ID_2b15772d0,1.00E+05,0,2,0,1,1,0,0,0,0,0,1,1,0,1,1,1,13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13,1,1,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,1,0,22,2,0,22
3b2231792,ID_f5bc335c1,0,0,3,0,1,1,0,0,1,1,0,1,1,0,2,2,2,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,2,1,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,1,37,4,0,34.5
3b3e1fae0,ID_8eda22d26,0,0,2,0,1,1,2,1,0,1,1,1,2,2,1,3,3,6,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,6,1,3,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,26,2,0,13.33333333
3b5d0b2a4,ID_b30f38831,0,0,6,0,1,1,0,0,0,0,0,1,1,0,1,1,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,0.25,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,58,3,0,58
3b6773ca5,ID_bc4bddd4a,0,0,5,0,1,1,1,0,2,2,0,2,2,0,4,4,4,6,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,3,1.3333334,1,0,0,0,0,1,1,1,4,1,0,0,0,0,0,1,0,52,4,0,34
3b7716c5f,ID_1cc6fae37,0,0,6,0,1,1,0,2,0,2,1,2,3,3,2,5,5,11,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,5,9.5,4,1.25,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,1,0,55,3,0,20.6
3ba3fa410,ID_b8aeaf96b,70000,0,5,0,1,1,0,0,2,2,0,2,2,0,4,4,4,8,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,14,3,1.3333334,0,0,1,0,0,0,0,1,4,0,0,0,1,0,0,1,0,74,4,0,38
3bb904dac,ID_93683a07d,0,0,4,0,1,1,0,0,1,1,0,0,0,0,1,1,1,8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,2,0.5,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,54,4,0,54
3bc82710c,ID_724319e27,0,0,6,0,1,1,0,0,2,2,0,0,0,0,2,2,2,10,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,9.5,2,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,29,4,0,30
3bd888e6e,ID_1c880df2e,2.00E+05,0,6,0,1,1,1,1,2,3,1,1,2,2,3,5,5,16,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,5,16,2,2.5,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,1,0,43,4,0,20.2
3be2a6174,ID_f71ea3e73,0,0,4,0,1,1,0,0,1,1,0,1,1,0,2,2,2,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,52,1,0,49.5
3be430e4c,ID_12ee9eec6,85000,0,2,0,1,1,0,0,1,1,0,0,0,0,1,1,1,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,73,3,0,73
3bf162043,ID_70a0da4ff,60000,0,5,0,1,1,0,0,2,2,0,2,2,0,4,4,4,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,9,3,1.3333334,0,0,1,0,0,0,1,1,4,1,0,0,0,0,0,1,0,48,3,0,31.75
3c3b1ee5f,ID_8cf71807e,0,0,4,0,1,1,0,0,2,2,1,2,3,1,4,5,5,9,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,8.666667,2,2.5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,44,1,0,25.4
3c4292ed0,ID_d9890ed38,0,0,4,0,1,1,0,0,1,1,0,1,1,0,2,2,2,6,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,2,1,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,55,4,0,56.5
3c476bbcd,ID_9a8f13a27,0,0,4,0,1,1,1,2,1,3,0,1,1,2,2,4,4,11,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,11.5,2,2,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,34,4,0,18.5
3c48124c5,ID_214a92ca4,0,0,5,0,1,1,1,0,1,1,0,1,1,0,2,2,2,9,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,9,3,0.66666669,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,1,31,4,0,31
3c4c67c8b,ID_59bfbed7e,0,0,5,0,1,1,0,1,1,2,3,1,4,4,2,6,6,11,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,6,21,3,2,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,1,52,2,0,16
3c55f70ee,ID_389ed7347,0,0,6,0,1,1,1,0,2,2,1,1,2,1,3,4,4,11,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,11,3,1.3333334,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,36,4,0,21.5
